FOLIO_I,FOLIO_INT,entidad,desc_ent,municipio,desc_mun,id_tortillas,tortillas,pa1_t,pa4_t,ponde_f,estrato,est_sel,upm,completa,region
2022_15106025,2022_15106025_03,15,15 MÉXICO,106,106 TOLUCA,161,Tortillas de harina de trigo,9, ,233426.459808773,2,152,1510600832727,1,6
2022_15109008,2022_15109008_02,15,15 MÉXICO,109,109 TULTITLÁN,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,405390.091212406,3,153,1510900251650,1,6
2022_15109008,2022_15109008_02,15,15 MÉXICO,109,109 TULTITLÁN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,405390.091212406,3,153,1510900251650,1,6
2022_15109008,2022_15109008_02,15,15 MÉXICO,109,109 TULTITLÁN,160,Tortillas de maiz de masa (comprada) o de tortillería,1,3,405390.091212406,3,153,1510900251650,1,6
2022_15109008,2022_15109008_02,15,15 MÉXICO,109,109 TULTITLÁN,161,Tortillas de harina de trigo,9, ,405390.091212406,3,153,1510900251650,1,6
2022_15109011,2022_15109011_01,15,15 MÉXICO,109,109 TULTITLÁN,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,276955.789357106,3,153,1510900251650,1,6
2022_15109011,2022_15109011_01,15,15 MÉXICO,109,109 TULTITLÁN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,276955.789357106,3,153,1510900251650,1,6
2022_15109011,2022_15109011_01,15,15 MÉXICO,109,109 TULTITLÁN,160,Tortillas de maiz de masa (comprada) o de tortillería,2,4,276955.789357106,3,153,1510900251650,1,6
2022_15109011,2022_15109011_01,15,15 MÉXICO,109,109 TULTITLÁN,161,Tortillas de harina de trigo,9, ,276955.789357106,3,153,1510900251650,1,6
2022_15109015,2022_15109015_01,15,15 MÉXICO,109,109 TULTITLÁN,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,327265.716369112,3,153,1510900251650,1,6
2022_15109015,2022_15109015_01,15,15 MÉXICO,109,109 TULTITLÁN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,327265.716369112,3,153,1510900251650,1,6
2022_15109015,2022_15109015_01,15,15 MÉXICO,109,109 TULTITLÁN,160,Tortillas de maiz de masa (comprada) o de tortillería,3,5,327265.716369112,3,153,1510900251650,1,6
2022_15109015,2022_15109015_01,15,15 MÉXICO,109,109 TULTITLÁN,161,Tortillas de harina de trigo,9, ,327265.716369112,3,153,1510900251650,1,6
2022_15109031,2022_15109031_01,15,15 MÉXICO,109,109 TULTITLÁN,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,258135.264278688,3,153,1510900251650,1,6
2022_15109031,2022_15109031_01,15,15 MÉXICO,109,109 TULTITLÁN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,258135.264278688,3,153,1510900251650,1,6
2022_15109031,2022_15109031_01,15,15 MÉXICO,109,109 TULTITLÁN,160,Tortillas de maiz de masa (comprada) o de tortillería,7,7,258135.264278688,3,153,1510900251650,1,6
2022_15109031,2022_15109031_01,15,15 MÉXICO,109,109 TULTITLÁN,161,Tortillas de harina de trigo,9, ,258135.264278688,3,153,1510900251650,1,6
2022_15115003,2022_15115003_02,15,15 MÉXICO,115,115 XONACATLÁN,158,Tortillas de maiz de nixtamal (hecho en casa),7,4,90481.9068959008,2,152,1511500010058,1,6
2022_15115003,2022_15115003_02,15,15 MÉXICO,115,115 XONACATLÁN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,90481.9068959008,2,152,1511500010058,1,6
2022_15115003,2022_15115003_02,15,15 MÉXICO,115,115 XONACATLÁN,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,90481.9068959008,2,152,1511500010058,1,6
2022_15115003,2022_15115003_02,15,15 MÉXICO,115,115 XONACATLÁN,161,Tortillas de harina de trigo,9, ,90481.9068959008,2,152,1511500010058,1,6
2022_15115015,2022_15115015_01,15,15 MÉXICO,115,115 XONACATLÁN,158,Tortillas de maiz de nixtamal (hecho en casa),7,3,75943.9283815103,2,152,1511500010058,1,6
2022_15115015,2022_15115015_01,15,15 MÉXICO,115,115 XONACATLÁN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,75943.9283815103,2,152,1511500010058,1,6
2022_15115015,2022_15115015_01,15,15 MÉXICO,115,115 XONACATLÁN,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,75943.9283815103,2,152,1511500010058,1,6
2022_15115015,2022_15115015_01,15,15 MÉXICO,115,115 XONACATLÁN,161,Tortillas de harina de trigo,9, ,75943.9283815103,2,152,1511500010058,1,6
2022_15115033,2022_15115033_02,15,15 MÉXICO,115,115 XONACATLÁN,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,309760.870122349,2,152,1511500010058,1,6
2022_15115033,2022_15115033_02,15,15 MÉXICO,115,115 XONACATLÁN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,309760.870122349,2,152,1511500010058,1,6
2022_15115033,2022_15115033_02,15,15 MÉXICO,115,115 XONACATLÁN,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,309760.870122349,2,152,1511500010058,1,6
2022_15115033,2022_15115033_02,15,15 MÉXICO,115,115 XONACATLÁN,161,Tortillas de harina de trigo,9, ,309760.870122349,2,152,1511500010058,1,6
2022_15118003,2022_15118003_03,15,15 MÉXICO,118,118 ZINACANTEPEC,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,33378.0976316991,1,151,1511800000539,1,6
2022_15118003,2022_15118003_03,15,15 MÉXICO,118,118 ZINACANTEPEC,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,33378.0976316991,1,151,1511800000539,1,6
2022_15118003,2022_15118003_03,15,15 MÉXICO,118,118 ZINACANTEPEC,160,Tortillas de maiz de masa (comprada) o de tortillería,7,2,33378.0976316991,1,151,1511800000539,1,6
2022_15118003,2022_15118003_03,15,15 MÉXICO,118,118 ZINACANTEPEC,161,Tortillas de harina de trigo,9, ,33378.0976316991,1,151,1511800000539,1,6
2022_15118022,2022_15118022_01,15,15 MÉXICO,118,118 ZINACANTEPEC,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,164074.058463397,1,151,1511800000539,1,6
2022_15118022,2022_15118022_01,15,15 MÉXICO,118,118 ZINACANTEPEC,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,164074.058463397,1,151,1511800000539,1,6
2022_15118022,2022_15118022_01,15,15 MÉXICO,118,118 ZINACANTEPEC,160,Tortillas de maiz de masa (comprada) o de tortillería,7,4,164074.058463397,1,151,1511800000539,1,6
2022_15118022,2022_15118022_01,15,15 MÉXICO,118,118 ZINACANTEPEC,161,Tortillas de harina de trigo,9, ,164074.058463397,1,151,1511800000539,1,6
2022_15118024,2022_15118024_04,15,15 MÉXICO,118,118 ZINACANTEPEC,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,157019.309658923,1,151,1511800000539,1,6
2022_15118024,2022_15118024_04,15,15 MÉXICO,118,118 ZINACANTEPEC,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,157019.309658923,1,151,1511800000539,1,6
2022_15118024,2022_15118024_04,15,15 MÉXICO,118,118 ZINACANTEPEC,160,Tortillas de maiz de masa (comprada) o de tortillería,4,3,157019.309658923,1,151,1511800000539,1,6
2022_15118024,2022_15118024_04,15,15 MÉXICO,118,118 ZINACANTEPEC,161,Tortillas de harina de trigo,9, ,157019.309658923,1,151,1511800000539,1,6
2022_15118028,2022_15118028_02,15,15 MÉXICO,118,118 ZINACANTEPEC,158,Tortillas de maiz de nixtamal (hecho en casa),7,5,88506.9202622913,1,151,1511800000539,1,6
2022_15118028,2022_15118028_02,15,15 MÉXICO,118,118 ZINACANTEPEC,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,88506.9202622913,1,151,1511800000539,1,6
2022_15118028,2022_15118028_02,15,15 MÉXICO,118,118 ZINACANTEPEC,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,88506.9202622913,1,151,1511800000539,1,6
2022_15118028,2022_15118028_02,15,15 MÉXICO,118,118 ZINACANTEPEC,161,Tortillas de harina de trigo,9, ,88506.9202622913,1,151,1511800000539,1,6
2022_15118030,2022_15118030_02,15,15 MÉXICO,118,118 ZINACANTEPEC,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,62807.7238635692,1,151,1511800000539,1,6
2022_15118030,2022_15118030_02,15,15 MÉXICO,118,118 ZINACANTEPEC,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),7,6,62807.7238635692,1,151,1511800000539,1,6
2022_15118030,2022_15118030_02,15,15 MÉXICO,118,118 ZINACANTEPEC,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,62807.7238635692,1,151,1511800000539,1,6
2022_15118030,2022_15118030_02,15,15 MÉXICO,118,118 ZINACANTEPEC,161,Tortillas de harina de trigo,9, ,62807.7238635692,1,151,1511800000539,1,6
2022_15122017,2022_15122017_04,15,15 MÉXICO,122,122 VALLE DE CHALCO SOLIDARIDAD,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,215583.689080093,3,153,1512200011008,1,6
2022_15122017,2022_15122017_04,15,15 MÉXICO,122,122 VALLE DE CHALCO SOLIDARIDAD,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,215583.689080093,3,153,1512200011008,1,6
2022_15122017,2022_15122017_04,15,15 MÉXICO,122,122 VALLE DE CHALCO SOLIDARIDAD,160,Tortillas de maiz de masa (comprada) o de tortillería,7,7,215583.689080093,3,153,1512200011008,1,6
2022_15122017,2022_15122017_04,15,15 MÉXICO,122,122 VALLE DE CHALCO SOLIDARIDAD,161,Tortillas de harina de trigo,9, ,215583.689080093,3,153,1512200011008,1,6
2022_15122028,2022_15122028_01,15,15 MÉXICO,122,122 VALLE DE CHALCO SOLIDARIDAD,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,632101.720714049,3,153,1512200011008,1,6
2022_15122028,2022_15122028_01,15,15 MÉXICO,122,122 VALLE DE CHALCO SOLIDARIDAD,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,632101.720714049,3,153,1512200011008,1,6
2022_15122028,2022_15122028_01,15,15 MÉXICO,122,122 VALLE DE CHALCO SOLIDARIDAD,160,Tortillas de maiz de masa (comprada) o de tortillería,3,3,632101.720714049,3,153,1512200011008,1,6
2022_15122028,2022_15122028_01,15,15 MÉXICO,122,122 VALLE DE CHALCO SOLIDARIDAD,161,Tortillas de harina de trigo,9, ,632101.720714049,3,153,1512200011008,1,6
2022_16006009,2022_16006009_01,16,16 MICHOACÁN DE OCAMPO,006,006 APATZINGÁN,158,Tortillas de maiz de nixtamal (hecho en casa),1,1,156974.464724156,3,163,1600600010645,1,3
2022_16006009,2022_16006009_01,16,16 MICHOACÁN DE OCAMPO,006,006 APATZINGÁN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,156974.464724156,3,163,1600600010645,1,3
2022_16006009,2022_16006009_01,16,16 MICHOACÁN DE OCAMPO,006,006 APATZINGÁN,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,156974.464724156,3,163,1600600010645,1,3
2022_16006009,2022_16006009_01,16,16 MICHOACÁN DE OCAMPO,006,006 APATZINGÁN,161,Tortillas de harina de trigo,1,2,156974.464724156,3,163,1600600010645,1,3
2022_16006025,2022_16006025_01,16,16 MICHOACÁN DE OCAMPO,006,006 APATZINGÁN,158,Tortillas de maiz de nixtamal (hecho en casa),2,2,55853.1628891688,3,163,1600600010645,1,3
2022_16006025,2022_16006025_01,16,16 MICHOACÁN DE OCAMPO,006,006 APATZINGÁN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,55853.1628891688,3,163,1600600010645,1,3
2022_16006025,2022_16006025_01,16,16 MICHOACÁN DE OCAMPO,006,006 APATZINGÁN,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,55853.1628891688,3,163,1600600010645,1,3
2022_16006025,2022_16006025_01,16,16 MICHOACÁN DE OCAMPO,006,006 APATZINGÁN,161,Tortillas de harina de trigo,9, ,55853.1628891688,3,163,1600600010645,1,3
2022_16015014,2022_16015014_02,16,16 MICHOACÁN DE OCAMPO,015,015 COALCOMÁN DE VÁZQUEZ PALLARES,158,Tortillas de maiz de nixtamal (hecho en casa),1,1,173992.536742596,2,162,1601500010396,1,3
2022_16015014,2022_16015014_02,16,16 MICHOACÁN DE OCAMPO,015,015 COALCOMÁN DE VÁZQUEZ PALLARES,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,173992.536742596,2,162,1601500010396,1,3
2022_16015014,2022_16015014_02,16,16 MICHOACÁN DE OCAMPO,015,015 COALCOMÁN DE VÁZQUEZ PALLARES,160,Tortillas de maiz de masa (comprada) o de tortillería,5,6,173992.536742596,2,162,1601500010396,1,3
2022_16015014,2022_16015014_02,16,16 MICHOACÁN DE OCAMPO,015,015 COALCOMÁN DE VÁZQUEZ PALLARES,161,Tortillas de harina de trigo,9, ,173992.536742596,2,162,1601500010396,1,3
2022_16019004,2022_16019004_01,16,16 MICHOACÁN DE OCAMPO,019,019 COTIJA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,39876.4085613437,1,161,1601900000018,1,3
2022_16019004,2022_16019004_01,16,16 MICHOACÁN DE OCAMPO,019,019 COTIJA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,39876.4085613437,1,161,1601900000018,1,3
2022_16019004,2022_16019004_01,16,16 MICHOACÁN DE OCAMPO,019,019 COTIJA,160,Tortillas de maiz de masa (comprada) o de tortillería,7,16,39876.4085613437,1,161,1601900000018,1,3
2022_16019004,2022_16019004_01,16,16 MICHOACÁN DE OCAMPO,019,019 COTIJA,161,Tortillas de harina de trigo,9, ,39876.4085613437,1,161,1601900000018,1,3
2022_16019018,2022_16019018_01,16,16 MICHOACÁN DE OCAMPO,019,019 COTIJA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,216949.249987566,1,161,1601900000018,1,3
2022_16019018,2022_16019018_01,16,16 MICHOACÁN DE OCAMPO,019,019 COTIJA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,216949.249987566,1,161,1601900000018,1,3
2022_16019018,2022_16019018_01,16,16 MICHOACÁN DE OCAMPO,019,019 COTIJA,160,Tortillas de maiz de masa (comprada) o de tortillería,6,6,216949.249987566,1,161,1601900000018,1,3
2022_16019018,2022_16019018_01,16,16 MICHOACÁN DE OCAMPO,019,019 COTIJA,161,Tortillas de harina de trigo,9, ,216949.249987566,1,161,1601900000018,1,3
2022_16019020,2022_16019020_03,16,16 MICHOACÁN DE OCAMPO,019,019 COTIJA,158,Tortillas de maiz de nixtamal (hecho en casa),6,8,216949.249987566,1,161,1601900000018,1,3
2022_16019020,2022_16019020_03,16,16 MICHOACÁN DE OCAMPO,019,019 COTIJA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,216949.249987566,1,161,1601900000018,1,3
2022_16019020,2022_16019020_03,16,16 MICHOACÁN DE OCAMPO,019,019 COTIJA,160,Tortillas de maiz de masa (comprada) o de tortillería,3,5,216949.249987566,1,161,1601900000018,1,3
2022_16019020,2022_16019020_03,16,16 MICHOACÁN DE OCAMPO,019,019 COTIJA,161,Tortillas de harina de trigo,9, ,216949.249987566,1,161,1601900000018,1,3
2022_16052007,2022_16052007_01,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,155915.939838991,1,161,1605200000084,1,3
2022_16052007,2022_16052007_01,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),7,15,155915.939838991,1,161,1605200000084,1,3
2022_16052007,2022_16052007_01,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,155915.939838991,1,161,1605200000084,1,3
2022_16052007,2022_16052007_01,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,161,Tortillas de harina de trigo,9, ,155915.939838991,1,161,1605200000084,1,3
2022_16052011,2022_16052011_02,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,158,Tortillas de maiz de nixtamal (hecho en casa),7,5,49894.5404733317,1,161,1605200000084,1,3
2022_16052011,2022_16052011_02,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,49894.5404733317,1,161,1605200000084,1,3
2022_16052011,2022_16052011_02,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,49894.5404733317,1,161,1605200000084,1,3
2022_16052011,2022_16052011_02,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,161,Tortillas de harina de trigo,9, ,49894.5404733317,1,161,1605200000084,1,3
2022_16052011,2022_16052011_04,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,158,Tortillas de maiz de nixtamal (hecho en casa),7,5,272437.969221853,1,161,1605200000084,1,3
2022_16052011,2022_16052011_04,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,272437.969221853,1,161,1605200000084,1,3
2022_16052011,2022_16052011_04,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,272437.969221853,1,161,1605200000084,1,3
2022_16052011,2022_16052011_04,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,161,Tortillas de harina de trigo,9, ,272437.969221853,1,161,1605200000084,1,3
2022_16052016,2022_16052016_02,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,158,Tortillas de maiz de nixtamal (hecho en casa),1,2,24947.2702366658,1,161,1605200000084,1,3
2022_16052016,2022_16052016_02,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),6,6,24947.2702366658,1,161,1605200000084,1,3
2022_16052016,2022_16052016_02,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,24947.2702366658,1,161,1605200000084,1,3
2022_16052016,2022_16052016_02,16,16 MICHOACÁN DE OCAMPO,052,052 LÁZARO CÁRDENAS,161,Tortillas de harina de trigo,1,3,24947.2702366658,1,161,1605200000084,1,3
2022_16053011,2022_16053011_03,16,16 MICHOACÁN DE OCAMPO,053,053 MORELIA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,965375.572002106,3,163,1605300010908,1,3
2022_16053011,2022_16053011_03,16,16 MICHOACÁN DE OCAMPO,053,053 MORELIA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,965375.572002106,3,163,1605300010908,1,3
2022_16053011,2022_16053011_03,16,16 MICHOACÁN DE OCAMPO,053,053 MORELIA,160,Tortillas de maiz de masa (comprada) o de tortillería,7,5,965375.572002106,3,163,1605300010908,1,3
2022_16053011,2022_16053011_03,16,16 MICHOACÁN DE OCAMPO,053,053 MORELIA,161,Tortillas de harina de trigo,9, ,965375.572002106,3,163,1605300010908,1,3
2022_16053023,2022_16053023_03,16,16 MICHOACÁN DE OCAMPO,053,053 MORELIA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,130977.737060637,3,163,1605300010908,1,3
2022_16053023,2022_16053023_03,16,16 MICHOACÁN DE OCAMPO,053,053 MORELIA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,130977.737060637,3,163,1605300010908,1,3
2022_16053023,2022_16053023_03,16,16 MICHOACÁN DE OCAMPO,053,053 MORELIA,160,Tortillas de maiz de masa (comprada) o de tortillería,7,2,130977.737060637,3,163,1605300010908,1,3
2022_16053023,2022_16053023_03,16,16 MICHOACÁN DE OCAMPO,053,053 MORELIA,161,Tortillas de harina de trigo,9, ,130977.737060637,3,163,1605300010908,1,3
2022_16053024,2022_16053024_02,16,16 MICHOACÁN DE OCAMPO,053,053 MORELIA,158,Tortillas de maiz de nixtamal (hecho en casa),7,6,130977.737060637,3,163,1605300010908,1,3
2022_16053024,2022_16053024_02,16,16 MICHOACÁN DE OCAMPO,053,053 MORELIA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,130977.737060637,3,163,1605300010908,1,3
2022_16053024,2022_16053024_02,16,16 MICHOACÁN DE OCAMPO,053,053 MORELIA,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,130977.737060637,3,163,1605300010908,1,3
2022_16053024,2022_16053024_02,16,16 MICHOACÁN DE OCAMPO,053,053 MORELIA,161,Tortillas de harina de trigo,9, ,130977.737060637,3,163,1605300010908,1,3
2022_16082007,2022_16082007_01,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,128024.816583976,2,162,1608200010416,1,3
2022_16082007,2022_16082007_01,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,128024.816583976,2,162,1608200010416,1,3
2022_16082007,2022_16082007_01,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,160,Tortillas de maiz de masa (comprada) o de tortillería,3,6,128024.816583976,2,162,1608200010416,1,3
2022_16082007,2022_16082007_01,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,161,Tortillas de harina de trigo,9, ,128024.816583976,2,162,1608200010416,1,3
2022_16082007,2022_16082007_03,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,774608.291978165,2,162,1608200010416,1,3
2022_16082007,2022_16082007_03,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,774608.291978165,2,162,1608200010416,1,3
2022_16082007,2022_16082007_03,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,774608.291978165,2,162,1608200010416,1,3
2022_16082007,2022_16082007_03,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,161,Tortillas de harina de trigo,9, ,774608.291978165,2,162,1608200010416,1,3
2022_16082008,2022_16082008_02,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,65536.5132513209,2,162,1608200010416,1,3
2022_16082008,2022_16082008_02,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,65536.5132513209,2,162,1608200010416,1,3
2022_16082008,2022_16082008_02,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,12,65536.5132513209,2,162,1608200010416,1,3
2022_16082008,2022_16082008_02,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,161,Tortillas de harina de trigo,9, ,65536.5132513209,2,162,1608200010416,1,3
2022_16082010,2022_16082010_03,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,158,Tortillas de maiz de nixtamal (hecho en casa),2,1,594645.803810663,2,162,1608200010416,1,3
2022_16082010,2022_16082010_03,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,594645.803810663,2,162,1608200010416,1,3
2022_16082010,2022_16082010_03,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,160,Tortillas de maiz de masa (comprada) o de tortillería,2,1,594645.803810663,2,162,1608200010416,1,3
2022_16082010,2022_16082010_03,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,161,Tortillas de harina de trigo,9, ,594645.803810663,2,162,1608200010416,1,3
2022_16082027,2022_16082027_01,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,158,Tortillas de maiz de nixtamal (hecho en casa),3,5,427027.648141809,2,162,1608200010416,1,3
2022_16082027,2022_16082027_01,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,427027.648141809,2,162,1608200010416,1,3
2022_16082027,2022_16082027_01,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,427027.648141809,2,162,1608200010416,1,3
2022_16082027,2022_16082027_01,16,16 MICHOACÁN DE OCAMPO,082,082 TACÁMBARO,161,Tortillas de harina de trigo,9, ,427027.648141809,2,162,1608200010416,1,3
2022_16102015,2022_16102015_02,16,16 MICHOACÁN DE OCAMPO,102,102 URUAPAN,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,122480.263736584,3,163,1610200012239,1,3
2022_16102015,2022_16102015_02,16,16 MICHOACÁN DE OCAMPO,102,102 URUAPAN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,122480.263736584,3,163,1610200012239,1,3
2022_16102015,2022_16102015_02,16,16 MICHOACÁN DE OCAMPO,102,102 URUAPAN,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,122480.263736584,3,163,1610200012239,1,3
2022_16102015,2022_16102015_02,16,16 MICHOACÁN DE OCAMPO,102,102 URUAPAN,161,Tortillas de harina de trigo,9, ,122480.263736584,3,163,1610200012239,1,3
2022_16102016,2022_16102016_01,16,16 MICHOACÁN DE OCAMPO,102,102 URUAPAN,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,164922.270082963,3,163,1610200012239,1,3
2022_16102016,2022_16102016_01,16,16 MICHOACÁN DE OCAMPO,102,102 URUAPAN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,164922.270082963,3,163,1610200012239,1,3
2022_16102016,2022_16102016_01,16,16 MICHOACÁN DE OCAMPO,102,102 URUAPAN,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,164922.270082963,3,163,1610200012239,1,3
2022_16102016,2022_16102016_01,16,16 MICHOACÁN DE OCAMPO,102,102 URUAPAN,161,Tortillas de harina de trigo,9, ,164922.270082963,3,163,1610200012239,1,3
2022_16102032,2022_16102032_03,16,16 MICHOACÁN DE OCAMPO,102,102 URUAPAN,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,62123.8278548475,3,163,1610200012239,1,3
2022_16102032,2022_16102032_03,16,16 MICHOACÁN DE OCAMPO,102,102 URUAPAN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,62123.8278548475,3,163,1610200012239,1,3
2022_16102032,2022_16102032_03,16,16 MICHOACÁN DE OCAMPO,102,102 URUAPAN,160,Tortillas de maiz de masa (comprada) o de tortillería,7,12,62123.8278548475,3,163,1610200012239,1,3
2022_16102032,2022_16102032_03,16,16 MICHOACÁN DE OCAMPO,102,102 URUAPAN,161,Tortillas de harina de trigo,9, ,62123.8278548475,3,163,1610200012239,1,3
2022_16107010,2022_16107010_01,16,16 MICHOACÁN DE OCAMPO,107,107 ZACAPU,158,Tortillas de maiz de nixtamal (hecho en casa),6,10,156790.285207608,1,161,1610700000031,1,3
2022_16107010,2022_16107010_01,16,16 MICHOACÁN DE OCAMPO,107,107 ZACAPU,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,156790.285207608,1,161,1610700000031,1,3
