FOLIO_I,FOLIO_INT,entidad,desc_ent,municipio,desc_mun,id_tortillas,tortillas,pa1_t,pa4_t,ponde_f,estrato,est_sel,upm,completa,region
2022_10005029,2022_10005029_02,10,10 DURANGO,005,005 DURANGO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,24831.1058860533,3,103,1000500012172,1,4
2022_10005029,2022_10005029_02,10,10 DURANGO,005,005 DURANGO,161,Tortillas de harina de trigo,2,3,24831.1058860533,3,103,1000500012172,1,4
2022_10005044,2022_10005044_01,10,10 DURANGO,005,005 DURANGO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,11882.313105383,3,103,1000500014215,1,4
2022_10005044,2022_10005044_01,10,10 DURANGO,005,005 DURANGO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,11882.313105383,3,103,1000500014215,1,4
2022_10005044,2022_10005044_01,10,10 DURANGO,005,005 DURANGO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,8,11882.313105383,3,103,1000500014215,1,4
2022_10005044,2022_10005044_01,10,10 DURANGO,005,005 DURANGO,161,Tortillas de harina de trigo,9, ,11882.313105383,3,103,1000500014215,1,4
2022_10005054,2022_10005054_02,10,10 DURANGO,005,005 DURANGO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,40632.2116756286,3,103,1000500014215,1,4
2022_10005054,2022_10005054_02,10,10 DURANGO,005,005 DURANGO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,40632.2116756286,3,103,1000500014215,1,4
2022_10005054,2022_10005054_02,10,10 DURANGO,005,005 DURANGO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,40632.2116756286,3,103,1000500014215,1,4
2022_10005054,2022_10005054_02,10,10 DURANGO,005,005 DURANGO,161,Tortillas de harina de trigo,9, ,40632.2116756286,3,103,1000500014215,1,4
2022_10007016,2022_10007016_02,10,10 DURANGO,007,007 GÓMEZ PALACIO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,43694.8393661049,3,103,1000700012181,1,4
2022_10007016,2022_10007016_02,10,10 DURANGO,007,007 GÓMEZ PALACIO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,43694.8393661049,3,103,1000700012181,1,4
2022_10007016,2022_10007016_02,10,10 DURANGO,007,007 GÓMEZ PALACIO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,43694.8393661049,3,103,1000700012181,1,4
2022_10007016,2022_10007016_02,10,10 DURANGO,007,007 GÓMEZ PALACIO,161,Tortillas de harina de trigo,9, ,43694.8393661049,3,103,1000700012181,1,4
2022_10007016,2022_10007016_04,10,10 DURANGO,007,007 GÓMEZ PALACIO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,47524.3222945734,3,103,1000700012181,1,4
2022_10007016,2022_10007016_04,10,10 DURANGO,007,007 GÓMEZ PALACIO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,47524.3222945734,3,103,1000700012181,1,4
2022_10007016,2022_10007016_04,10,10 DURANGO,007,007 GÓMEZ PALACIO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,47524.3222945734,3,103,1000700012181,1,4
2022_10007016,2022_10007016_04,10,10 DURANGO,007,007 GÓMEZ PALACIO,161,Tortillas de harina de trigo,9, ,47524.3222945734,3,103,1000700012181,1,4
2022_10007024,2022_10007024_01,10,10 DURANGO,007,007 GÓMEZ PALACIO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,52699.6160524161,3,103,1000700012389,1,4
2022_10007024,2022_10007024_01,10,10 DURANGO,007,007 GÓMEZ PALACIO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,52699.6160524161,3,103,1000700012389,1,4
2022_10007024,2022_10007024_01,10,10 DURANGO,007,007 GÓMEZ PALACIO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,13,52699.6160524161,3,103,1000700012389,1,4
2022_10007024,2022_10007024_01,10,10 DURANGO,007,007 GÓMEZ PALACIO,161,Tortillas de harina de trigo,9, ,52699.6160524161,3,103,1000700012389,1,4
2022_10007024,2022_10007024_02,10,10 DURANGO,007,007 GÓMEZ PALACIO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,21975.71031625,3,103,1000700012389,1,4
2022_10007024,2022_10007024_02,10,10 DURANGO,007,007 GÓMEZ PALACIO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,21975.71031625,3,103,1000700012389,1,4
2022_10007024,2022_10007024_02,10,10 DURANGO,007,007 GÓMEZ PALACIO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,8,21975.71031625,3,103,1000700012389,1,4
2022_10007024,2022_10007024_02,10,10 DURANGO,007,007 GÓMEZ PALACIO,161,Tortillas de harina de trigo,9, ,21975.71031625,3,103,1000700012389,1,4
2022_10007024,2022_10007024_03,10,10 DURANGO,007,007 GÓMEZ PALACIO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,163109.633903657,3,103,1000700012389,1,4
2022_10007024,2022_10007024_03,10,10 DURANGO,007,007 GÓMEZ PALACIO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,163109.633903657,3,103,1000700012389,1,4
2022_10007024,2022_10007024_03,10,10 DURANGO,007,007 GÓMEZ PALACIO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,163109.633903657,3,103,1000700012389,1,4
2022_10007024,2022_10007024_03,10,10 DURANGO,007,007 GÓMEZ PALACIO,161,Tortillas de harina de trigo,9, ,163109.633903657,3,103,1000700012389,1,4
2022_10007046,2022_10007046_03,10,10 DURANGO,007,007 GÓMEZ PALACIO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,36166.9257131568,3,103,1000700012389,1,4
2022_10007046,2022_10007046_03,10,10 DURANGO,007,007 GÓMEZ PALACIO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,36166.9257131568,3,103,1000700012389,1,4
2022_10007046,2022_10007046_03,10,10 DURANGO,007,007 GÓMEZ PALACIO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,7,36166.9257131568,3,103,1000700012389,1,4
2022_10007046,2022_10007046_03,10,10 DURANGO,007,007 GÓMEZ PALACIO,161,Tortillas de harina de trigo,9, ,36166.9257131568,3,103,1000700012389,1,4
2022_10007057,2022_10007057_01,10,10 DURANGO,007,007 GÓMEZ PALACIO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,63788.3640729399,1,101,1000700001056,1,4
2022_10007057,2022_10007057_01,10,10 DURANGO,007,007 GÓMEZ PALACIO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,63788.3640729399,1,101,1000700001056,1,4
2022_10007057,2022_10007057_01,10,10 DURANGO,007,007 GÓMEZ PALACIO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,63788.3640729399,1,101,1000700001056,1,4
2022_10007057,2022_10007057_01,10,10 DURANGO,007,007 GÓMEZ PALACIO,161,Tortillas de harina de trigo,9, ,63788.3640729399,1,101,1000700001056,1,4
2022_10007060,2022_10007060_02,10,10 DURANGO,007,007 GÓMEZ PALACIO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,16992.5187534147,1,101,1000700001056,1,4
2022_10007060,2022_10007060_02,10,10 DURANGO,007,007 GÓMEZ PALACIO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,16992.5187534147,1,101,1000700001056,1,4
2022_10007060,2022_10007060_02,10,10 DURANGO,007,007 GÓMEZ PALACIO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,16992.5187534147,1,101,1000700001056,1,4
2022_10007060,2022_10007060_02,10,10 DURANGO,007,007 GÓMEZ PALACIO,161,Tortillas de harina de trigo,9, ,16992.5187534147,1,101,1000700001056,1,4
2022_10008014,2022_10008014_03,10,10 DURANGO,008,008 GUADALUPE VICTORIA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,61237.0291686505,2,102,1000800010498,1,4
2022_10008014,2022_10008014_03,10,10 DURANGO,008,008 GUADALUPE VICTORIA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,61237.0291686505,2,102,1000800010498,1,4
2022_10008014,2022_10008014_03,10,10 DURANGO,008,008 GUADALUPE VICTORIA,160,Tortillas de maiz de masa (comprada) o de tortillería,7,30,61237.0291686505,2,102,1000800010498,1,4
2022_10008014,2022_10008014_03,10,10 DURANGO,008,008 GUADALUPE VICTORIA,161,Tortillas de harina de trigo,9, ,61237.0291686505,2,102,1000800010498,1,4
2022_10008016,2022_10008016_05,10,10 DURANGO,008,008 GUADALUPE VICTORIA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,10216.5819431505,2,102,1000800010498,1,4
2022_10008016,2022_10008016_05,10,10 DURANGO,008,008 GUADALUPE VICTORIA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,10216.5819431505,2,102,1000800010498,1,4
2022_10008016,2022_10008016_05,10,10 DURANGO,008,008 GUADALUPE VICTORIA,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,10216.5819431505,2,102,1000800010498,1,4
2022_10008016,2022_10008016_05,10,10 DURANGO,008,008 GUADALUPE VICTORIA,161,Tortillas de harina de trigo,9, ,10216.5819431505,2,102,1000800010498,1,4
2022_10008025,2022_10008025_01,10,10 DURANGO,008,008 GUADALUPE VICTORIA,158,Tortillas de maiz de nixtamal (hecho en casa),1,4,143015.998228121,2,102,1000800010498,1,4
2022_10008025,2022_10008025_01,10,10 DURANGO,008,008 GUADALUPE VICTORIA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,143015.998228121,2,102,1000800010498,1,4
2022_10008025,2022_10008025_01,10,10 DURANGO,008,008 GUADALUPE VICTORIA,160,Tortillas de maiz de masa (comprada) o de tortillería,7,14,143015.998228121,2,102,1000800010498,1,4
2022_10008025,2022_10008025_01,10,10 DURANGO,008,008 GUADALUPE VICTORIA,161,Tortillas de harina de trigo,2,2,143015.998228121,2,102,1000800010498,1,4
2022_10012041,2022_10012041_02,10,10 DURANGO,012,012 LERDO,158,Tortillas de maiz de nixtamal (hecho en casa),7,5,87834.5498426071,2,102,1001200281200,1,4
2022_10012041,2022_10012041_02,10,10 DURANGO,012,012 LERDO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,87834.5498426071,2,102,1001200281200,1,4
2022_10012041,2022_10012041_02,10,10 DURANGO,012,012 LERDO,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,87834.5498426071,2,102,1001200281200,1,4
2022_10012041,2022_10012041_02,10,10 DURANGO,012,012 LERDO,161,Tortillas de harina de trigo,2,3,87834.5498426071,2,102,1001200281200,1,4
2022_10012062,2022_10012062_02,10,10 DURANGO,012,012 LERDO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,40686.9584785745,2,102,1001200281200,1,4
2022_10012062,2022_10012062_02,10,10 DURANGO,012,012 LERDO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,40686.9584785745,2,102,1001200281200,1,4
2022_10012062,2022_10012062_02,10,10 DURANGO,012,012 LERDO,160,Tortillas de maiz de masa (comprada) o de tortillería,3,4,40686.9584785745,2,102,1001200281200,1,4
2022_10012062,2022_10012062_02,10,10 DURANGO,012,012 LERDO,161,Tortillas de harina de trigo,9, ,40686.9584785745,2,102,1001200281200,1,4
2022_10028019,2022_10028019_03,10,10 DURANGO,028,028 SAN JUAN DEL RÍO,158,Tortillas de maiz de nixtamal (hecho en casa),1,5,116235.910867382,1,101,1002800000255,1,4
2022_10028019,2022_10028019_03,10,10 DURANGO,028,028 SAN JUAN DEL RÍO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),6,6,116235.910867382,1,101,1002800000255,1,4
2022_10028019,2022_10028019_03,10,10 DURANGO,028,028 SAN JUAN DEL RÍO,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,116235.910867382,1,101,1002800000255,1,4
2022_10028019,2022_10028019_03,10,10 DURANGO,028,028 SAN JUAN DEL RÍO,161,Tortillas de harina de trigo,9, ,116235.910867382,1,101,1002800000255,1,4
2022_10028020,2022_10028020_01,10,10 DURANGO,028,028 SAN JUAN DEL RÍO,158,Tortillas de maiz de nixtamal (hecho en casa),3,3,21912.3147830983,1,101,1002800000255,1,4
2022_10028020,2022_10028020_01,10,10 DURANGO,028,028 SAN JUAN DEL RÍO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,21912.3147830983,1,101,1002800000255,1,4
2022_10028020,2022_10028020_01,10,10 DURANGO,028,028 SAN JUAN DEL RÍO,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,21912.3147830983,1,101,1002800000255,1,4
2022_10028020,2022_10028020_01,10,10 DURANGO,028,028 SAN JUAN DEL RÍO,161,Tortillas de harina de trigo,1,1,21912.3147830983,1,101,1002800000255,1,4
2022_11001006,2022_11001006_01,11,11 GUANAJUATO,001,001 ABASOLO,158,Tortillas de maiz de nixtamal (hecho en casa),4,7,11002.509466819,1,111,1100100000010,1,4
2022_11001006,2022_11001006_01,11,11 GUANAJUATO,001,001 ABASOLO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,11002.509466819,1,111,1100100000010,1,4
2022_11001006,2022_11001006_01,11,11 GUANAJUATO,001,001 ABASOLO,160,Tortillas de maiz de masa (comprada) o de tortillería,3,7,11002.509466819,1,111,1100100000010,1,4
2022_11001006,2022_11001006_01,11,11 GUANAJUATO,001,001 ABASOLO,161,Tortillas de harina de trigo,9, ,11002.509466819,1,111,1100100000010,1,4
2022_11001013,2022_11001013_02,11,11 GUANAJUATO,001,001 ABASOLO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,22005.018933638,1,111,1100100000010,1,4
2022_11001013,2022_11001013_02,11,11 GUANAJUATO,001,001 ABASOLO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,22005.018933638,1,111,1100100000010,1,4
2022_11001013,2022_11001013_02,11,11 GUANAJUATO,001,001 ABASOLO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,4,22005.018933638,1,111,1100100000010,1,4
2022_11001013,2022_11001013_02,11,11 GUANAJUATO,001,001 ABASOLO,161,Tortillas de harina de trigo,9, ,22005.018933638,1,111,1100100000010,1,4
2022_11001013,2022_11001013_06,11,11 GUANAJUATO,001,001 ABASOLO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,26312.5579649135,1,111,1100100000010,1,4
2022_11001013,2022_11001013_06,11,11 GUANAJUATO,001,001 ABASOLO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,26312.5579649135,1,111,1100100000010,1,4
2022_11001013,2022_11001013_06,11,11 GUANAJUATO,001,001 ABASOLO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,15,26312.5579649135,1,111,1100100000010,1,4
2022_11001013,2022_11001013_06,11,11 GUANAJUATO,001,001 ABASOLO,161,Tortillas de harina de trigo,9, ,26312.5579649135,1,111,1100100000010,1,4
2022_11001017,2022_11001017_01,11,11 GUANAJUATO,001,001 ABASOLO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,15860.9306217089,1,111,1100100000010,1,4
2022_11001017,2022_11001017_01,11,11 GUANAJUATO,001,001 ABASOLO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,15860.9306217089,1,111,1100100000010,1,4
2022_11001017,2022_11001017_01,11,11 GUANAJUATO,001,001 ABASOLO,160,Tortillas de maiz de masa (comprada) o de tortillería,2,2,15860.9306217089,1,111,1100100000010,1,4
2022_11001017,2022_11001017_01,11,11 GUANAJUATO,001,001 ABASOLO,161,Tortillas de harina de trigo,9, ,15860.9306217089,1,111,1100100000010,1,4
2022_11001028,2022_11001028_02,11,11 GUANAJUATO,001,001 ABASOLO,158,Tortillas de maiz de nixtamal (hecho en casa),7,5,30634.4381232999,1,111,1100100000082,1,4
2022_11001028,2022_11001028_02,11,11 GUANAJUATO,001,001 ABASOLO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,30634.4381232999,1,111,1100100000082,1,4
2022_11001028,2022_11001028_02,11,11 GUANAJUATO,001,001 ABASOLO,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,30634.4381232999,1,111,1100100000082,1,4
2022_11001028,2022_11001028_02,11,11 GUANAJUATO,001,001 ABASOLO,161,Tortillas de harina de trigo,9, ,30634.4381232999,1,111,1100100000082,1,4
2022_11003014,2022_11003014_04,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,75355.854329501,2,112,1100300010570,1,4
2022_11003014,2022_11003014_04,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,75355.854329501,2,112,1100300010570,1,4
2022_11003014,2022_11003014_04,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,160,Tortillas de maiz de masa (comprada) o de tortillería,7,5,75355.854329501,2,112,1100300010570,1,4
2022_11003014,2022_11003014_04,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,161,Tortillas de harina de trigo,1,3,75355.854329501,2,112,1100300010570,1,4
2022_11003021,2022_11003021_03,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,129651.276576172,2,112,1100300010570,1,4
2022_11003021,2022_11003021_03,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,129651.276576172,2,112,1100300010570,1,4
2022_11003021,2022_11003021_03,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,160,Tortillas de maiz de masa (comprada) o de tortillería,5,3,129651.276576172,2,112,1100300010570,1,4
2022_11003021,2022_11003021_03,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,161,Tortillas de harina de trigo,9, ,129651.276576172,2,112,1100300010570,1,4
2022_11003044,2022_11003044_03,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,158,Tortillas de maiz de nixtamal (hecho en casa),7,10,12439.66828164,1,111,1100300000053,1,4
2022_11003044,2022_11003044_03,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,12439.66828164,1,111,1100300000053,1,4
2022_11003044,2022_11003044_03,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,160,Tortillas de maiz de masa (comprada) o de tortillería,3,5,12439.66828164,1,111,1100300000053,1,4
2022_11003044,2022_11003044_03,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,161,Tortillas de harina de trigo,9, ,12439.66828164,1,111,1100300000053,1,4
2022_11003048,2022_11003048_02,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,158,Tortillas de maiz de nixtamal (hecho en casa),7,5,31989.5209450365,1,111,1100300000053,1,4
2022_11003048,2022_11003048_02,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,31989.5209450365,1,111,1100300000053,1,4
2022_11003048,2022_11003048_02,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,31989.5209450365,1,111,1100300000053,1,4
2022_11003048,2022_11003048_02,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,161,Tortillas de harina de trigo,9, ,31989.5209450365,1,111,1100300000053,1,4
2022_11003051,2022_11003051_03,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,158,Tortillas de maiz de nixtamal (hecho en casa),4,4,31989.5209450365,1,111,1100300000053,1,4
2022_11003051,2022_11003051_03,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,31989.5209450365,1,111,1100300000053,1,4
2022_11003051,2022_11003051_03,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,31989.5209450365,1,111,1100300000053,1,4
2022_11003051,2022_11003051_03,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,161,Tortillas de harina de trigo,3,2,31989.5209450365,1,111,1100300000053,1,4
2022_11003058,2022_11003058_01,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,9894.97608588538,1,111,1100300000053,1,4
2022_11003058,2022_11003058_01,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,9894.97608588538,1,111,1100300000053,1,4
2022_11003058,2022_11003058_01,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,160,Tortillas de maiz de masa (comprada) o de tortillería,7,15,9894.97608588538,1,111,1100300000053,1,4
2022_11003058,2022_11003058_01,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,161,Tortillas de harina de trigo,9, ,9894.97608588538,1,111,1100300000053,1,4
2022_11003069,2022_11003069_01,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,9894.97608588538,1,111,1100300000053,1,4
2022_11003069,2022_11003069_01,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,9894.97608588538,1,111,1100300000053,1,4
2022_11003069,2022_11003069_01,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,9894.97608588538,1,111,1100300000053,1,4
2022_11003069,2022_11003069_01,11,11 GUANAJUATO,003,003 SAN MIGUEL DE ALLENDE,161,Tortillas de harina de trigo,9, ,9894.97608588538,1,111,1100300000053,1,4
2022_11005001,2022_11005001_01,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,26735.0993805347,2,112,110050051058A,1,4
2022_11005001,2022_11005001_01,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,26735.0993805347,2,112,110050051058A,1,4
2022_11005001,2022_11005001_01,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,160,Tortillas de maiz de masa (comprada) o de tortillería,7,13,26735.0993805347,2,112,110050051058A,1,4
2022_11005001,2022_11005001_01,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,161,Tortillas de harina de trigo,9, ,26735.0993805347,2,112,110050051058A,1,4
2022_11005002,2022_11005002_02,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,15743.740823805,2,112,110050051058A,1,4
2022_11005002,2022_11005002_02,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,15743.740823805,2,112,110050051058A,1,4
2022_11005002,2022_11005002_02,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,160,Tortillas de maiz de masa (comprada) o de tortillería,7,7,15743.740823805,2,112,110050051058A,1,4
2022_11005002,2022_11005002_02,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,161,Tortillas de harina de trigo,9, ,15743.740823805,2,112,110050051058A,1,4
2022_11005005,2022_11005005_02,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,26735.0993805347,2,112,110050051058A,1,4
2022_11005005,2022_11005005_02,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,26735.0993805347,2,112,110050051058A,1,4
2022_11005005,2022_11005005_02,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,160,Tortillas de maiz de masa (comprada) o de tortillería,7,2,26735.0993805347,2,112,110050051058A,1,4
2022_11005005,2022_11005005_02,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,161,Tortillas de harina de trigo,9, ,26735.0993805347,2,112,110050051058A,1,4
2022_11005011,2022_11005011_01,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,158,Tortillas de maiz de nixtamal (hecho en casa),7,10,32741.6952101845,2,112,110050051058A,1,4
2022_11005011,2022_11005011_01,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,32741.6952101845,2,112,110050051058A,1,4
2022_11005011,2022_11005011_01,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,32741.6952101845,2,112,110050051058A,1,4
2022_11005011,2022_11005011_01,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,161,Tortillas de harina de trigo,9, ,32741.6952101845,2,112,110050051058A,1,4
2022_11005033,2022_11005033_01,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,26027.1774681782,2,112,110050051058A,1,4
2022_11005033,2022_11005033_01,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,26027.1774681782,2,112,110050051058A,1,4
2022_11005033,2022_11005033_01,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,26027.1774681782,2,112,110050051058A,1,4
2022_11005033,2022_11005033_01,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,161,Tortillas de harina de trigo,1,2,26027.1774681782,2,112,110050051058A,1,4
2022_11005034,2022_11005034_04,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,46349.9081026876,2,112,110050051058A,1,4
2022_11005034,2022_11005034_04,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,46349.9081026876,2,112,110050051058A,1,4
2022_11005034,2022_11005034_04,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,160,Tortillas de maiz de masa (comprada) o de tortillería,7,2,46349.9081026876,2,112,110050051058A,1,4
2022_11005034,2022_11005034_04,11,11 GUANAJUATO,005,005 APASEO EL GRANDE,161,Tortillas de harina de trigo,9, ,46349.9081026876,2,112,110050051058A,1,4
2022_11007032,2022_11007032_02,11,11 GUANAJUATO,007,007 CELAYA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,32578.6049909174,3,113,1100700010777,1,4
2022_11007032,2022_11007032_02,11,11 GUANAJUATO,007,007 CELAYA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,32578.6049909174,3,113,1100700010777,1,4
2022_11007032,2022_11007032_02,11,11 GUANAJUATO,007,007 CELAYA,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,32578.6049909174,3,113,1100700010777,1,4
2022_11007032,2022_11007032_02,11,11 GUANAJUATO,007,007 CELAYA,161,Tortillas de harina de trigo,9, ,32578.6049909174,3,113,1100700010777,1,4
2022_11007042,2022_11007042_01,11,11 GUANAJUATO,007,007 CELAYA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,66413.2451943851,3,113,1100700011099,1,4
2022_11007042,2022_11007042_01,11,11 GUANAJUATO,007,007 CELAYA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,66413.2451943851,3,113,1100700011099,1,4
