"Estado","Clave Estado","Municipio","Clave Municipio","Valor","Clasificacion"
"Aguascalientes",1,"Aguascalientes",1001,0.821,"MUY ALTO"
"Aguascalientes",1,"Asientos",1002,0.704,"ALTO"
"Aguascalientes",1,"Calvillo",1003,0.708,"ALTO"
"Aguascalientes",1,"Cosío",1004,0.719,"ALTO"
"Aguascalientes",1,"Jesús María",1005,0.782,"ALTO"
"Aguascalientes",1,"Pabellón de Arteaga",1006,0.76,"ALTO"
"Aguascalientes",1,"Rincón de Romos",1007,0.729,"ALTO"
"Aguascalientes",1,"San José de Gracia",1008,0.739,"ALTO"
"Aguascalientes",1,"Tepezalá",1009,0.728,"ALTO"
"Aguascalientes",1,"El Llano",1010,0.691,"MEDIO"
"Aguascalientes",1,"San Francisco de los Romo",1011,0.71,"ALTO"
"Baja California",2,"Ensenada",2001,0.782,"ALTO"
"Baja California",2,"Mexicali",2002,0.809,"MUY ALTO"
"Baja California",2,"Tecate",2003,0.764,"ALTO"
"Baja California",2,"Tijuana",2004,0.792,"ALTO"
"Baja California",2,"Playas de Rosarito",2005,0.746,"ALTO"
"Baja California Sur",3,"Comondú",3001,0.764,"ALTO"
"Baja California Sur",3,"Mulegé",3002,0.76,"ALTO"
"Baja California Sur",3,"La Paz",3003,0.815,"MUY ALTO"
"Baja California Sur",3,"Los Cabos",3008,0.786,"ALTO"
"Baja California Sur",3,"Loreto",3009,0.759,"ALTO"
"Campeche",4,"Calkiní",4001,0.739,"ALTO"
"Campeche",4,"Campeche",4002,0.795,"ALTO"
"Campeche",4,"Carmen",4003,0.799,"ALTO"
"Campeche",4,"Champotón",4004,0.718,"ALTO"
"Campeche",4,"Hecelchakán",4005,0.731,"ALTO"
"Campeche",4,"Hopelchén",4006,0.643,"MEDIO"
"Campeche",4,"Palizada",4007,0.677,"MEDIO"
"Campeche",4,"Tenabo",4008,0.727,"ALTO"
"Campeche",4,"Escárcega",4009,0.676,"MEDIO"
"Campeche",4,"Calakmul",4010,0.62,"MEDIO"
"Campeche",4,"Candelaria",4011,0.648,"MEDIO"
"Coahuila",5,"Abasolo",5001,0.774,"ALTO"
"Coahuila",5,"Acuña",5002,0.769,"ALTO"
"Coahuila",5,"Allende",5003,0.741,"ALTO"
"Coahuila",5,"Arteaga",5004,0.745,"ALTO"
"Coahuila",5,"Candela",5005,0.682,"MEDIO"
"Coahuila",5,"Castaños",5006,0.739,"ALTO"
"Coahuila",5,"Cuatro Ciénegas",5007,0.74,"ALTO"
"Coahuila",5,"Escobedo",5008,0.716,"ALTO"
"Coahuila",5,"Francisco I. Madero",5009,0.756,"ALTO"
"Coahuila",5,"Frontera",5010,0.778,"ALTO"
"Coahuila",5,"General Cepeda",5011,0.703,"ALTO"
"Coahuila",5,"Guerrero",5012,0.705,"ALTO"
"Coahuila",5,"Hidalgo",5013,0.695,"MEDIO"
"Coahuila",5,"Jiménez",5014,0.699,"MEDIO"
"Coahuila",5,"Juárez",5015,0.714,"ALTO"
"Coahuila",5,"Lamadrid",5016,0.755,"ALTO"
"Coahuila",5,"Matamoros",5017,0.753,"ALTO"
"Coahuila",5,"Monclova",5018,0.791,"ALTO"
"Coahuila",5,"Morelos",5019,0.764,"ALTO"
"Coahuila",5,"Múzquiz",5020,0.748,"ALTO"
"Coahuila",5,"Nadadores",5021,0.757,"ALTO"
"Coahuila",5,"Nava",5022,0.757,"ALTO"
"Coahuila",5,"Ocampo",5023,0.723,"ALTO"
"Coahuila",5,"Parras",5024,0.761,"ALTO"
"Coahuila",5,"Piedras Negras",5025,0.777,"ALTO"
"Coahuila",5,"Progreso",5026,0.707,"ALTO"
"Coahuila",5,"Ramos Arizpe",5027,0.79,"ALTO"
"Coahuila",5,"Sabinas",5028,0.777,"ALTO"
"Coahuila",5,"Sacramento",5029,0.735,"ALTO"
"Coahuila",5,"Saltillo",5030,0.818,"MUY ALTO"
"Coahuila",5,"San Buenaventura",5031,0.785,"ALTO"
"Coahuila",5,"San Juan de Sabinas",5032,0.771,"ALTO"
"Coahuila",5,"San Pedro",5033,0.733,"ALTO"
"Coahuila",5,"Sierra Mojada",5034,0.727,"ALTO"
"Coahuila",5,"Torreón",5035,0.804,"MUY ALTO"
"Coahuila",5,"Viesca",5036,0.672,"MEDIO"
"Coahuila",5,"Villa Unión",5037,0.729,"ALTO"
"Coahuila",5,"Zaragoza",5038,0.745,"ALTO"
"Colima",6,"Armería",6001,0.738,"ALTO"
"Colima",6,"Colima",6002,0.803,"MUY ALTO"
"Colima",6,"Comala",6003,0.738,"ALTO"
"Colima",6,"Coquimatlán",6004,0.732,"ALTO"
"Colima",6,"Cuauhtémoc",6005,0.781,"ALTO"
"Colima",6,"Ixtlahuacán",6006,0.7,"MEDIO"
"Colima",6,"Manzanillo",6007,0.787,"ALTO"
"Colima",6,"Minatitlán",6008,0.748,"ALTO"
"Colima",6,"Tecomán",6009,0.724,"ALTO"
"Colima",6,"Villa de Álvarez",6010,0.84,"MUY ALTO"
"Chiapas",7,"Acacoyagua",7001,0.611,"MEDIO"
"Chiapas",7,"Acala",7002,0.661,"MEDIO"
"Chiapas",7,"Acapetahua",7003,0.635,"MEDIO"
"Chiapas",7,"Altamirano",7004,0.554,"MEDIO"
"Chiapas",7,"Amatán",7005,0.589,"MEDIO"
"Chiapas",7,"Amatenango de la Frontera",7006,0.655,"MEDIO"
"Chiapas",7,"Amatenango del Valle",7007,0.549,"BAJO"
"Chiapas",7,"Angel Albino Corzo",7008,0.637,"MEDIO"
"Chiapas",7,"Arriaga",7009,0.713,"ALTO"
"Chiapas",7,"Bejucal de Ocampo",7010,0.583,"MEDIO"
"Chiapas",7,"Bella Vista",7011,0.631,"MEDIO"
"Chiapas",7,"Berriozábal",7012,0.652,"MEDIO"
"Chiapas",7,"Bochil",7013,0.62,"MEDIO"
"Chiapas",7,"El Bosque",7014,0.568,"MEDIO"
"Chiapas",7,"Cacahoatán",7015,0.663,"MEDIO"
"Chiapas",7,"Catazajá",7016,0.649,"MEDIO"
"Chiapas",7,"Cintalapa",7017,0.678,"MEDIO"
"Chiapas",7,"Coapilla",7018,0.631,"MEDIO"
"Chiapas",7,"Comitán de Domínguez",7019,0.695,"MEDIO"
"Chiapas",7,"La Concordia",7020,0.649,"MEDIO"
"Chiapas",7,"Copainalá",7021,0.662,"MEDIO"
"Chiapas",7,"Chalchihuitán",7022,0.464,"BAJO"
"Chiapas",7,"Chamula",7023,0.498,"BAJO"
"Chiapas",7,"Chanal",7024,0.528,"BAJO"
"Chiapas",7,"Chapultenango",7025,0.66,"MEDIO"
"Chiapas",7,"Chenalhó",7026,0.502,"BAJO"
"Chiapas",7,"Chiapa de Corzo",7027,0.715,"ALTO"
"Chiapas",7,"Chiapilla",7028,0.636,"MEDIO"
"Chiapas",7,"Chicoasén",7029,0.615,"MEDIO"
"Chiapas",7,"Chicomuselo",7030,0.636,"MEDIO"
"Chiapas",7,"Chilón",7031,0.531,"BAJO"
"Chiapas",7,"Escuintla",7032,0.663,"MEDIO"
"Chiapas",7,"Francisco León",7033,0.582,"MEDIO"
"Chiapas",7,"Frontera Comalapa",7034,0.661,"MEDIO"
"Chiapas",7,"Frontera Hidalgo",7035,0.679,"MEDIO"
"Chiapas",7,"La Grandeza",7036,0.606,"MEDIO"
"Chiapas",7,"Huehuetán",7037,0.709,"ALTO"
"Chiapas",7,"Huixtán",7038,0.542,"BAJO"
"Chiapas",7,"Huitiupán",7039,0.536,"BAJO"
"Chiapas",7,"Huixtla",7040,0.66,"MEDIO"
"Chiapas",7,"La Independencia",7041,0.596,"MEDIO"
"Chiapas",7,"Ixhuatán",7042,0.631,"MEDIO"
"Chiapas",7,"Ixtacomitán",7043,0.666,"MEDIO"
"Chiapas",7,"Ixtapa",7044,0.601,"MEDIO"
"Chiapas",7,"Ixtapangajoya",7045,0.646,"MEDIO"
"Chiapas",7,"Jiquipilas",7046,0.695,"MEDIO"
"Chiapas",7,"Jitotol",7047,0.545,"BAJO"
"Chiapas",7,"Juárez",7048,0.663,"MEDIO"
"Chiapas",7,"Larráinzar",7049,0.544,"BAJO"
"Chiapas",7,"La Libertad",7050,0.655,"MEDIO"
"Chiapas",7,"Mapastepec",7051,0.674,"MEDIO"
"Chiapas",7,"Las Margaritas",7052,0.552,"MEDIO"
"Chiapas",7,"Mazapa de Madero",7053,0.634,"MEDIO"
"Chiapas",7,"Mazatán",7054,0.672,"MEDIO"
"Chiapas",7,"Metapa",7055,0.692,"MEDIO"
"Chiapas",7,"Mitontic",7056,0.487,"BAJO"
"Chiapas",7,"Motozintla",7057,0.668,"MEDIO"
"Chiapas",7,"Nicolás Ruíz",7058,0.59,"MEDIO"
"Chiapas",7,"Ocosingo",7059,0.593,"MEDIO"
"Chiapas",7,"Ocotepec",7060,0.543,"BAJO"
"Chiapas",7,"Ocozocoautla de Espinosa",7061,0.648,"MEDIO"
"Chiapas",7,"Ostuacán",7062,0.666,"MEDIO"
"Chiapas",7,"Osumacinta",7063,0.678,"MEDIO"
"Chiapas",7,"Oxchuc",7064,0.564,"MEDIO"
"Chiapas",7,"Palenque",7065,0.64,"MEDIO"
"Chiapas",7,"Pantelhó",7066,0.507,"BAJO"
"Chiapas",7,"Pantepec",7067,0.599,"MEDIO"
"Chiapas",7,"Pichucalco",7068,0.65,"MEDIO"
"Chiapas",7,"Pijijiapan",7069,0.66,"MEDIO"
"Chiapas",7,"El Porvenir",7070,0.574,"MEDIO"
"Chiapas",7,"Villa Comaltitlán",7071,0.674,"MEDIO"
"Chiapas",7,"Pueblo Nuevo Solistahuacán",7072,0.597,"MEDIO"
"Chiapas",7,"Rayón",7073,0.651,"MEDIO"
"Chiapas",7,"Reforma",7074,0.702,"ALTO"
"Chiapas",7,"Las Rosas",7075,0.597,"MEDIO"
"Chiapas",7,"Sabanilla",7076,0.61,"MEDIO"
"Chiapas",7,"Salto de Agua",7077,0.607,"MEDIO"
"Chiapas",7,"San Cristóbal de las Casas",7078,0.701,"ALTO"
"Chiapas",7,"San Fernando",7079,0.654,"MEDIO"
"Chiapas",7,"Siltepec",7080,0.626,"MEDIO"
"Chiapas",7,"Simojovel",7081,0.543,"BAJO"
"Chiapas",7,"Sitalá",7082,0.481,"BAJO"
"Chiapas",7,"Socoltenango",7083,0.64,"MEDIO"
"Chiapas",7,"Solosuchiapa",7084,0.599,"MEDIO"
"Chiapas",7,"Soyaló",7085,0.598,"MEDIO"
"Chiapas",7,"Suchiapa",7086,0.69,"MEDIO"
"Chiapas",7,"Suchiate",7087,0.658,"MEDIO"
"Chiapas",7,"Sunuapa",7088,0.654,"MEDIO"
"Chiapas",7,"Tapachula",7089,0.726,"ALTO"
"Chiapas",7,"Tapalapa",7090,0.623,"MEDIO"
"Chiapas",7,"Tapilula",7091,0.686,"MEDIO"
"Chiapas",7,"Tecpatán",7092,0.634,"MEDIO"
"Chiapas",7,"Tenejapa",7093,0.572,"MEDIO"
"Chiapas",7,"Teopisca",7094,0.583,"MEDIO"
"Chiapas",7,"Tila",7096,0.563,"MEDIO"
"Chiapas",7,"Tonalá",7097,0.723,"ALTO"
"Chiapas",7,"Totolapa",7098,0.59,"MEDIO"
"Chiapas",7,"La Trinitaria",7099,0.622,"MEDIO"
"Chiapas",7,"Tumbalá",7100,0.564,"MEDIO"
"Chiapas",7,"Tuxtla Gutiérrez",7101,0.781,"ALTO"
"Chiapas",7,"Tuxtla Chico",7102,0.704,"ALTO"
"Chiapas",7,"Tuzantán",7103,0.67,"MEDIO"
"Chiapas",7,"Tzimol",7104,0.639,"MEDIO"
"Chiapas",7,"Unión Juárez",7105,0.676,"MEDIO"
"Chiapas",7,"Venustiano Carranza",7106,0.569,"MEDIO"
"Chiapas",7,"Villa Corzo",7107,0.661,"MEDIO"
"Chiapas",7,"Villaflores",7108,0.701,"ALTO"
"Chiapas",7,"Yajalón",7109,0.593,"MEDIO"
"Chiapas",7,"San Lucas",7110,0.585,"MEDIO"
"Chiapas",7,"Zinacantán",7111,0.513,"BAJO"
"Chiapas",7,"San Juan Cancuc",7112,0.517,"BAJO"
"Chiapas",7,"Aldama",7113,0.482,"BAJO"
"Chiapas",7,"Benemérito de las Américas",7114,0.627,"MEDIO"
"Chiapas",7,"Maravilla Tenejapa",7115,0.551,"MEDIO"
"Chiapas",7,"Marqués de Comillas",7116,0.614,"MEDIO"
"Chiapas",7,"Montecristo de Guerrero",7117,0.604,"MEDIO"
"Chiapas",7,"San Andrés Duraznal",7118,0.466,"BAJO"
"Chiapas",7,"Santiago el Pinar",7119,0.531,"BAJO"
"Chihuahua",8,"Ahumada",8001,0.679,"MEDIO"
"Chihuahua",8,"Aldama",8002,0.759,"ALTO"
"Chihuahua",8,"Allende",8003,0.76,"ALTO"
"Chihuahua",8,"Aquiles Serdán",8004,0.741,"ALTO"
"Chihuahua",8,"Ascensión",8005,0.691,"MEDIO"
"Chihuahua",8,"Bachíniva",8006,0.723,"ALTO"
"Chihuahua",8,"Balleza",8007,0.547,"BAJO"
"Chihuahua",8,"Batopilas",8008,0.456,"BAJO"
"Chihuahua",8,"Bocoyna",8009,0.634,"MEDIO"
"Chihuahua",8,"Buenaventura",8010,0.657,"MEDIO"
"Chihuahua",8,"Camargo",8011,0.725,"ALTO"
"Chihuahua",8,"Carichí",8012,0.554,"MEDIO"
"Chihuahua",8,"Casas Grandes",8013,0.737,"ALTO"
"Chihuahua",8,"Coronado",8014,0.733,"ALTO"
"Chihuahua",8,"Coyame del Sotol",8015,0.639,"MEDIO"
"Chihuahua",8,"La Cruz",8016,0.747,"ALTO"
"Chihuahua",8,"Cuauhtémoc",8017,0.756,"ALTO"
"Chihuahua",8,"Cusihuiriachi",8018,0.63,"MEDIO"
"Chihuahua",8,"Chihuahua",8019,0.842,"MUY ALTO"
"Chihuahua",8,"Chínipas",8020,0.595,"MEDIO"
"Chihuahua",8,"Delicias",8021,0.786,"ALTO"
"Chihuahua",8,"Dr. Belisario Domínguez",8022,0.652,"MEDIO"
"Chihuahua",8,"Galeana",8023,0.689,"MEDIO"
"Chihuahua",8,"Santa Isabel",8024,0.671,"MEDIO"
"Chihuahua",8,"Gómez Farías",8025,0.651,"MEDIO"
"Chihuahua",8,"Gran Morelos",8026,0.701,"ALTO"
"Chihuahua",8,"Guachochi",8027,0.596,"MEDIO"
"Chihuahua",8,"Guadalupe",8028,0.678,"MEDIO"
"Chihuahua",8,"Guadalupe y Calvo",8029,0.579,"MEDIO"
"Chihuahua",8,"Guazapares",8030,0.644,"MEDIO"
"Chihuahua",8,"Guerrero",8031,0.689,"MEDIO"
"Chihuahua",8,"Hidalgo del Parral",8032,0.783,"ALTO"
"Chihuahua",8,"Huejotitán",8033,0.667,"MEDIO"
"Chihuahua",8,"Ignacio Zaragoza",8034,0.718,"ALTO"
"Chihuahua",8,"Janos",8035,0.59,"MEDIO"
"Chihuahua",8,"Jiménez",8036,0.739,"ALTO"
"Chihuahua",8,"Juárez",8037,0.775,"ALTO"
"Chihuahua",8,"Julimes",8038,0.721,"ALTO"
"Chihuahua",8,"López",8039,0.749,"ALTO"
"Chihuahua",8,"Madera",8040,0.704,"ALTO"
"Chihuahua",8,"Maguarichi",8041,0.569,"MEDIO"
"Chihuahua",8,"Manuel Benavides",8042,0.66,"MEDIO"
"Chihuahua",8,"Matachí",8043,0.7,"MEDIO"
"Chihuahua",8,"Matamoros",8044,0.744,"ALTO"
"Chihuahua",8,"Meoqui",8045,0.742,"ALTO"
"Chihuahua",8,"Morelos",8046,0.535,"BAJO"
"Chihuahua",8,"Moris",8047,0.645,"MEDIO"
"Chihuahua",8,"Namiquipa",8048,0.713,"ALTO"
"Chihuahua",8,"Nonoava",8049,0.669,"MEDIO"
"Chihuahua",8,"Nuevo Casas Grandes",8050,0.775,"ALTO"
"Chihuahua",8,"Ocampo",8051,0.684,"MEDIO"
"Chihuahua",8,"Ojinaga",8052,0.728,"ALTO"
"Chihuahua",8,"Praxedis G. Guerrero",8053,0.708,"ALTO"
"Chihuahua",8,"Riva Palacio",8054,0.684,"MEDIO"
"Chihuahua",8,"Rosales",8055,0.74,"ALTO"
"Chihuahua",8,"Rosario",8056,0.71,"ALTO"
"Chihuahua",8,"San Francisco de Borja",8057,0.639,"MEDIO"
"Chihuahua",8,"San Francisco de Conchos",8058,0.742,"ALTO"
"Chihuahua",8,"San Francisco del Oro",8059,0.775,"ALTO"
"Chihuahua",8,"Santa Bárbara",8060,0.774,"ALTO"
"Chihuahua",8,"Satevó",8061,0.687,"MEDIO"
"Chihuahua",8,"Saucillo",8062,0.745,"ALTO"
"Chihuahua",8,"Temósachic",8063,0.657,"MEDIO"
"Chihuahua",8,"El Tule",8064,0.624,"MEDIO"
"Chihuahua",8,"Urique",8065,0.575,"MEDIO"
"Chihuahua",8,"Uruachi",8066,0.551,"MEDIO"
"Chihuahua",8,"Valle de Zaragoza",8067,0.652,"MEDIO"
"Ciudad de México",9,"Azcapotzalco",9002,0.834,"MUY ALTO"
"Ciudad de México",9,"Coyoacán",9003,0.849,"MUY ALTO"
"Ciudad de México",9,"Cuajimalpa de Morelos",9004,0.808,"MUY ALTO"
"Ciudad de México",9,"Gustavo A. Madero",9005,0.816,"MUY ALTO"
"Ciudad de México",9,"Iztacalco",9006,0.835,"MUY ALTO"
"Ciudad de México",9,"Iztapalapa",9007,0.783,"ALTO"
"Ciudad de México",9,"La Magdalena Contreras",9008,0.787,"ALTO"
"Ciudad de México",9,"Milpa Alta",9009,0.759,"ALTO"
"Ciudad de México",9,"Álvaro Obregón",9010,0.812,"MUY ALTO"
"Ciudad de México",9,"Tláhuac",9011,0.793,"ALTO"
"Ciudad de México",9,"Tlalpan",9012,0.811,"MUY ALTO"
"Ciudad de México",9,"Xochimilco",9013,0.784,"ALTO"
"Ciudad de México",9,"Benito Juárez",9014,0.908,"MUY ALTO"
"Ciudad de México",9,"Cuauhtémoc",9015,0.852,"MUY ALTO"
"Ciudad de México",9,"Miguel Hidalgo",9016,0.873,"MUY ALTO"
"Ciudad de México",9,"Venustiano Carranza",9017,0.808,"MUY ALTO"
"Durango",10,"Canatlán",10001,0.737,"ALTO"
"Durango",10,"Canelas",10002,0.598,"MEDIO"
"Durango",10,"Coneto de Comonfort",10003,0.663,"MEDIO"
"Durango",10,"Cuencamé",10004,0.736,"ALTO"
"Durango",10,"Durango",10005,0.79,"ALTO"
"Durango",10,"General Simón Bolívar",10006,0.67,"MEDIO"
"Durango",10,"Gómez Palacio",10007,0.763,"ALTO"
"Durango",10,"Guadalupe Victoria",10008,0.735,"ALTO"
"Durango",10,"Guanaceví",10009,0.669,"MEDIO"
"Durango",10,"Hidalgo",10010,0.733,"ALTO"
"Durango",10,"Indé",10011,0.691,"MEDIO"
"Durango",10,"Lerdo",10012,0.773,"ALTO"
"Durango",10,"Mapimí",10013,0.704,"ALTO"
"Durango",10,"Mezquital",10014,0.531,"BAJO"
"Durango",10,"Nazas",10015,0.674,"MEDIO"
"Durango",10,"Nombre de Dios",10016,0.717,"ALTO"
"Durango",10,"Ocampo",10017,0.724,"ALTO"
"Durango",10,"El Oro",10018,0.752,"ALTO"
"Durango",10,"Otáez",10019,0.581,"MEDIO"
"Durango",10,"Pánuco de Coronado",10020,0.722,"ALTO"
"Durango",10,"Peñón Blanco",10021,0.706,"ALTO"
"Durango",10,"Poanas",10022,0.728,"ALTO"
"Durango",10,"Pueblo Nuevo",10023,0.652,"MEDIO"
"Durango",10,"Rodeo",10024,0.718,"ALTO"
"Durango",10,"San Bernardo",10025,0.694,"MEDIO"
"Durango",10,"San Dimas",10026,0.641,"MEDIO"
"Durango",10,"San Juan de Guadalupe",10027,0.626,"MEDIO"
"Durango",10,"San Juan del Río",10028,0.706,"ALTO"
"Durango",10,"San Luis del Cordero",10029,0.681,"MEDIO"
"Durango",10,"San Pedro del Gallo",10030,0.678,"MEDIO"
"Durango",10,"Santa Clara",10031,0.711,"ALTO"
"Durango",10,"Santiago Papasquiaro",10032,0.74,"ALTO"
"Durango",10,"Súchil",10033,0.684,"MEDIO"
"Durango",10,"Tamazula",10034,0.605,"MEDIO"
"Durango",10,"Tepehuanes",10035,0.675,"MEDIO"
"Durango",10,"Tlahualilo",10036,0.732,"ALTO"
"Durango",10,"Topia",10037,0.614,"MEDIO"
"Durango",10,"Vicente Guerrero",10038,0.749,"ALTO"
"Durango",10,"Nuevo Ideal",10039,0.722,"ALTO"
"Guanajuato",11,"Abasolo",11001,0.705,"ALTO"
"Guanajuato",11,"Acámbaro",11002,0.707,"ALTO"
"Guanajuato",11,"San Miguel de Allende",11003,0.722,"ALTO"
"Guanajuato",11,"Apaseo el Alto",11004,0.711,"ALTO"
"Guanajuato",11,"Apaseo el Grande",11005,0.709,"ALTO"
"Guanajuato",11,"Atarjea",11006,0.604,"MEDIO"
"Guanajuato",11,"Celaya",11007,0.753,"ALTO"
"Guanajuato",11,"Manuel Doblado",11008,0.686,"MEDIO"
"Guanajuato",11,"Comonfort",11009,0.677,"MEDIO"
"Guanajuato",11,"Coroneo",11010,0.691,"MEDIO"
"Guanajuato",11,"Cortazar",11011,0.72,"ALTO"
"Guanajuato",11,"Cuerámaro",11012,0.691,"MEDIO"
"Guanajuato",11,"Doctor Mora",11013,0.707,"ALTO"
"Guanajuato",11,"Dolores Hidalgo Cuna de la Independencia Nacional",11014,0.683,"MEDIO"
"Guanajuato",11,"Guanajuato",11015,0.779,"ALTO"
"Guanajuato",11,"Huanímaro",11016,0.695,"MEDIO"
"Guanajuato",11,"Irapuato",11017,0.752,"ALTO"
"Guanajuato",11,"Jaral del Progreso",11018,0.695,"MEDIO"
"Guanajuato",11,"Jerécuaro",11019,0.642,"MEDIO"
"Guanajuato",11,"León",11020,0.746,"ALTO"
"Guanajuato",11,"Moroleón",11021,0.71,"ALTO"
"Guanajuato",11,"Ocampo",11022,0.671,"MEDIO"
"Guanajuato",11,"Pénjamo",11023,0.679,"MEDIO"
"Guanajuato",11,"Pueblo Nuevo",11024,0.712,"ALTO"
"Guanajuato",11,"Purísima del Rincón",11025,0.688,"MEDIO"
"Guanajuato",11,"Romita",11026,0.693,"MEDIO"
"Guanajuato",11,"Salamanca",11027,0.751,"ALTO"
"Guanajuato",11,"Salvatierra",11028,0.718,"ALTO"
"Guanajuato",11,"San Diego de la Unión",11029,0.674,"MEDIO"
"Guanajuato",11,"San Felipe",11030,0.661,"MEDIO"
"Guanajuato",11,"San Francisco del Rincón",11031,0.713,"ALTO"
"Guanajuato",11,"San José Iturbide",11032,0.724,"ALTO"
"Guanajuato",11,"San Luis de la Paz",11033,0.702,"ALTO"
"Guanajuato",11,"Santa Catarina",11034,0.652,"MEDIO"
"Guanajuato",11,"Santa Cruz de Juventino Rosas",11035,0.679,"MEDIO"
"Guanajuato",11,"Santiago Maravatío",11036,0.689,"MEDIO"
"Guanajuato",11,"Silao",11037,0.74,"ALTO"
"Guanajuato",11,"Tarandacuao",11038,0.696,"MEDIO"
"Guanajuato",11,"Tarimoro",11039,0.71,"ALTO"
"Guanajuato",11,"Tierra Blanca",11040,0.629,"MEDIO"
"Guanajuato",11,"Uriangato",11041,0.696,"MEDIO"
"Guanajuato",11,"Valle de Santiago",11042,0.699,"MEDIO"
"Guanajuato",11,"Victoria",11043,0.693,"MEDIO"
"Guanajuato",11,"Villagrán",11044,0.741,"ALTO"
"Guanajuato",11,"Xichú",11045,0.643,"MEDIO"
"Guanajuato",11,"Yuriria",11046,0.68,"MEDIO"
"Guerrero",12,"Acapulco de Juárez",12001,0.754,"ALTO"
"Guerrero",12,"Ahuacuotzingo",12002,0.554,"MEDIO"
"Guerrero",12,"Ajuchitlán del Progreso",12003,0.672,"MEDIO"
"Guerrero",12,"Alcozauca de Guerrero",12004,0.515,"BAJO"
"Guerrero",12,"Alpoyeca",12005,0.673,"MEDIO"
"Guerrero",12,"Apaxtla",12006,0.678,"MEDIO"
"Guerrero",12,"Arcelia",12007,0.708,"ALTO"
"Guerrero",12,"Atenango del Río",12008,0.635,"MEDIO"
"Guerrero",12,"Atlamajalcingo del Monte",12009,0.525,"BAJO"
"Guerrero",12,"Atlixtac",12010,0.565,"MEDIO"
"Guerrero",12,"Atoyac de Álvarez",12011,0.705,"ALTO"
"Guerrero",12,"Ayutla de los Libres",12012,0.663,"MEDIO"
"Guerrero",12,"Azoyú",12013,0.708,"ALTO"
"Guerrero",12,"Benito Juárez",12014,0.732,"ALTO"
"Guerrero",12,"Buenavista de Cuéllar",12015,0.718,"ALTO"
"Guerrero",12,"Coahuayutla de José María Izazaga",12016,0.606,"MEDIO"
"Guerrero",12,"Cocula",12017,0.692,"MEDIO"
"Guerrero",12,"Copala",12018,0.687,"MEDIO"
"Guerrero",12,"Copalillo",12019,0.575,"MEDIO"
"Guerrero",12,"Copanatoyac",12020,0.543,"BAJO"
"Guerrero",12,"Coyuca de Benítez",12021,0.7,"MEDIO"
"Guerrero",12,"Coyuca de Catalán",12022,0.672,"MEDIO"
"Guerrero",12,"Cuajinicuilapa",12023,0.683,"MEDIO"
"Guerrero",12,"Cualác",12024,0.637,"MEDIO"
"Guerrero",12,"Cuautepec",12025,0.654,"MEDIO"
"Guerrero",12,"Cuetzala del Progreso",12026,0.63,"MEDIO"
"Guerrero",12,"Cutzamala de Pinzón",12027,0.634,"MEDIO"
"Guerrero",12,"Chilapa de Álvarez",12028,0.663,"MEDIO"
"Guerrero",12,"Chilpancingo de los Bravo",12029,0.779,"ALTO"
"Guerrero",12,"Florencio Villarreal",12030,0.706,"ALTO"
"Guerrero",12,"General Canuto A. Neri",12031,0.615,"MEDIO"
"Guerrero",12,"General Heliodoro Castillo",12032,0.559,"MEDIO"
"Guerrero",12,"Huamuxtitlán",12033,0.675,"MEDIO"
"Guerrero",12,"Huitzuco de los Figueroa",12034,0.681,"MEDIO"
"Guerrero",12,"Iguala de la Independencia",12035,0.741,"ALTO"
"Guerrero",12,"Igualapa",12036,0.663,"MEDIO"
"Guerrero",12,"Ixcateopan de Cuauhtémoc",12037,0.672,"MEDIO"
"Guerrero",12,"Zihuatanejo de Azueta",12038,0.754,"ALTO"
"Guerrero",12,"Juan R. Escudero",12039,0.675,"MEDIO"
"Guerrero",12,"Leonardo Bravo",12040,0.646,"MEDIO"
"Guerrero",12,"Malinaltepec",12041,0.647,"MEDIO"
"Guerrero",12,"Mártir de Cuilapan",12042,0.612,"MEDIO"
"Guerrero",12,"Metlatónoc",12043,0.497,"BAJO"
"Guerrero",12,"Mochitlán",12044,0.693,"MEDIO"
"Guerrero",12,"Olinalá",12045,0.617,"MEDIO"
"Guerrero",12,"Ometepec",12046,0.668,"MEDIO"
"Guerrero",12,"Pedro Ascencio Alquisiras",12047,0.602,"MEDIO"
"Guerrero",12,"Petatlán",12048,0.688,"MEDIO"
"Guerrero",12,"Pilcaya",12049,0.687,"MEDIO"
"Guerrero",12,"Pungarabato",12050,0.703,"ALTO"
"Guerrero",12,"Quechultenango",12051,0.607,"MEDIO"
"Guerrero",12,"San Luis Acatlán",12052,0.651,"MEDIO"
"Guerrero",12,"San Marcos",12053,0.682,"MEDIO"
"Guerrero",12,"San Miguel Totolapan",12054,0.631,"MEDIO"
"Guerrero",12,"Taxco de Alarcón",12055,0.671,"MEDIO"
"Guerrero",12,"Tecoanapa",12056,0.67,"MEDIO"
"Guerrero",12,"Técpan de Galeana",12057,0.674,"MEDIO"
"Guerrero",12,"Teloloapan",12058,0.697,"MEDIO"
"Guerrero",12,"Tepecoacuilco de Trujano",12059,0.64,"MEDIO"
"Guerrero",12,"Tetipac",12060,0.644,"MEDIO"
"Guerrero",12,"Tixtla de Guerrero",12061,0.754,"ALTO"
"Guerrero",12,"Tlacoachistlahuaca",12062,0.607,"MEDIO"
"Guerrero",12,"Tlacoapa",12063,0.55,"BAJO"
